target,experiment,algorithm,split,threshold,accuracy,precision,recall,f1,avg_precision,roc_auc,positive_rate,predicted_positive_rate,n_rows,n_positive,top_10_precision,top_10_recall,top_20pct_precision,top_20pct_recall,forecast_window_weeks,forecast_window_label
y_next_air_drone_any,model1_non_acled_only,catboost,test,0.45,0.8836930455635491,0.8813186813186813,0.7412199630314233,0.8052208835341366,0.8991068647299172,0.9296858983085317,0.3243405275779376,0.2727817745803357,1668,541,0.9916666666666668,0.2224003416967543,0.9821428571428572,0.6163255789273531,1,next_week
y_next_air_drone_any,model1_non_acled_only,gru,test,0.6,0.8920863309352518,0.8915401301518439,0.7597042513863216,0.8203592814371258,0.9025698702989524,0.9284361176761952,0.3243405222892761,0.276378896882494,1668,541,1.0,0.2243844686808813,0.9821428571428572,0.6163255789273531,1,next_week
y_next_air_drone_any,model2_plus_lagged_acled,linear,test,0.5,0.85431654676259,0.7516891891891891,0.822550831792976,0.7855251544571933,0.9025282554321384,0.9258643906007312,0.3243405275779376,0.354916067146283,1668,541,1.0,0.2243844686808813,0.9940476190476192,0.6243082583382138,1,next_week
y_next_air_drone_any,model2_plus_lagged_acled,lightgbm,test,0.5,0.8735011990407674,0.8113207547169812,0.7948243992606284,0.8029878618113913,0.911286136410103,0.933664858694422,0.3243405275779376,0.3177458033573141,1668,541,1.0,0.2243844686808813,0.994047619047619,0.6240994028662005,1,next_week
y_next_air_drone_any,model2_plus_lagged_acled,catboost,test,0.45,0.882494004796163,0.8571428571428571,0.7652495378927912,0.80859375,0.9104457482060756,0.932582371532556,0.3243405275779376,0.289568345323741,1668,541,1.0,0.2243844686808813,0.9910714285714284,0.6221152758820735,1,next_week
y_next_air_drone_any,model2_plus_lagged_acled,gru,test,0.55,0.8729016786570744,0.8194174757281554,0.7800369685767098,0.7992424242424242,0.90706840186763,0.9329087578131792,0.3243405222892761,0.3087529976019185,1668,541,1.0,0.2243844686808813,0.9970238095238094,0.6262923853223408,1,next_week
y_next_strategic_developments_any,naive_baseline,naive,test,0.5,0.8273381294964028,0.688034188034188,0.6939655172413793,0.6909871244635193,0.5626038956633103,0.7863515293848093,0.2781774580335731,0.2805755395683453,1668,464,0.7583333333333334,0.1994015957361234,0.699404761904762,0.5143558983391474,1,next_week
y_next_strategic_developments_any,model1_non_acled_only,linear,test,0.5,0.7446043165467626,0.5320945945945946,0.6788793103448276,0.5965909090909091,0.6052640535028926,0.7941273341734449,0.2781774580335731,0.354916067146283,1668,464,0.6833333333333332,0.1785425932339305,0.6517857142857143,0.4792390949604595,1,next_week
y_next_strategic_developments_any,model1_non_acled_only,lightgbm,test,0.5,0.802158273381295,0.6384297520661157,0.665948275862069,0.6518987341772152,0.6853999268938369,0.8309550063008363,0.2781774580335731,0.290167865707434,1668,464,0.875,0.2296838579793364,0.6636904761904762,0.4884467575595949,1,next_week
y_next_strategic_developments_any,model1_non_acled_only,catboost,test,0.4,0.7961630695443646,0.6448598130841121,0.5948275862068966,0.6188340807174888,0.6938366441317441,0.8414140365448505,0.2781774580335731,0.2565947242206235,1668,464,0.8833333333333333,0.2327618073251027,0.6607142857142858,0.4869917794144739,1,next_week
y_next_strategic_developments_any,model1_non_acled_only,gru,test,0.5,0.7422062350119905,0.5243553008595988,0.7887931034482759,0.6299483648881239,0.6209527425041229,0.8130405831137587,0.2781774699687958,0.4184652278177458,1668,464,0.8333333333333334,0.2183766101589307,0.6547619047619048,0.4802692158370716,1,next_week
y_next_strategic_developments_any,model2_plus_lagged_acled,linear,test,0.6,0.7781774580335732,0.5818815331010453,0.7198275862068966,0.6435452793834296,0.6816719444782533,0.8330403683125215,0.2781774580335731,0.3441247002398082,1668,464,0.8583333333333334,0.2251741396614786,0.6845238095238096,0.5056107699255329,1,next_week
y_next_strategic_developments_any,model2_plus_lagged_acled,lightgbm,test,0.55,0.8009592326139089,0.6346938775510204,0.6702586206896551,0.6519916142557652,0.7321937484436687,0.8518605367166915,0.2781774580335731,0.2937649880095923,1668,464,0.9250000000000002,0.2442484614652657,0.75,0.5533197876662032,1,next_week
y_next_strategic_developments_any,model2_plus_lagged_acled,catboost,test,0.45,0.8177458033573142,0.6739130434782609,0.6681034482758621,0.670995670995671,0.7369457609541682,0.8592819194638561,0.2781774580335731,0.2757793764988009,1668,464,0.9,0.238106105111261,0.7410714285714287,0.5445832093059689,1,next_week
y_next_strategic_developments_any,model2_plus_lagged_acled,gru,test,0.65,0.7961630695443646,0.6111111111111112,0.7349137931034483,0.6673189823874756,0.7347326074947598,0.8591673588039866,0.2781774699687958,0.3345323741007194,1668,464,0.9166666666666669,0.2417178787811742,0.7738095238095238,0.5702745928879766,1,next_week
y_next_battle_any,naive_baseline,naive,test,0.5,0.9718225419664268,0.9012875536480688,0.8974358974358975,0.8993576017130621,0.8232362937645922,0.940698422915996,0.1402877697841726,0.1396882494004796,1668,234,0.9166666666666666,0.4775166681736374,0.625,0.9010109352260888,2,next_2_weeks
